SURVEY_INFO,esdate,ward,respid,gender,age,hhsize,educ,religion,EBOLA_AWARENESS,ehowget,esignsymptom,eincubation,spreadair,spreadfluids,spreadearly,saltcure,HEALTH,hhmemsick,hhmemsickcare,hhmemsicknocareebola,hhmemsickcarewhere,EBOLA_VIGILANCE,corganizedae,csafeburial,bucket,handsanitizer,ECONOMIC_FOOD_IMPACTS,income7d,income7dunit,income7dnormal,income7dnormalunit,occupation
,12/8/14 13:54,Z200-Logan Town,2050196,1-Male,53,7,3-Some junior high,2-Muslim,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac,97-Does not know,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,0,88-N/A,3-Sales and services
,12/8/14 10:30,Z200-Logan Town,2050153,1-Male,46,3,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;7-Mother breastfeeding her chi,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;12-Bleeding;15-Chills,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1000,1-LD,50,2-USD,3-Sales and services
,12/7/14 16:10,Z200-Logan Town,2050111,2-Female,23,8,3-Some junior high,2-Muslim,,97-Dont know,2-Fever;10-Red eyes,21,N,Y,Y,N,,Y,N,,,,1-Agree,1-Agree,1-Yes,0-No,,150,1-LD,1500,1-LD,88-Other
,12/8/14 9:45,Z200-Logan Town,2050193,1-Male,36,2,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;7-Weakness,7,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,150,2-USD,1-Professional
,12/7/14 15:47,Z200-Logan Town,2051203,1-Male,25,15,6-Completed high school,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;8-Stomach pain;10-Red eyes,0,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,1-LD,500,1-LD,0-None
,12/7/14 16:59,Z200-Logan Town,2051187,,,,,,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,1-Vomiting;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,150,1-LD,150,1-LD,0-None
,12/7/14 15:49,Z200-Logan Town,2051186,2-Female,25,16,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;88-Other,1-Vomiting;3-Diarrhea;10-Red eyes,14,Y,Y,Y,,,N,,,,,1-Agree,0-Disagree,1-Yes,1-Yes,,5000,1-LD,5000,1-LD,0-None
,12/7/14 12:08,Z200-Logan Town,2051172,1-Male,69,22,6-Completed high school,1-Christian,,97-Dont know,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,21,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,5000,1-LD,20000,1-LD,1-Professional
,12/7/14 17:00,Z200-Logan Town,2051177,1-Male,28,1,0-None,1-Christian,,97-Dont know,97-Does not know,21,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,6000,1-LD,1-Professional
,12/7/14 14:29,Z200-Logan Town,2051175,1-Male,42,4,0-None,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,1000,1-LD,3000,1-LD,0-None
,12/7/14 15:54,Z200-Logan Town,2051176,1-Male,45,8,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,5000,1-LD,20000,1-LD,3-Sales and services
,12/7/14 12:52,Z200-Logan Town,2051202,2-Female,38,8,2-Completed ABC,1-Christian,,4-Man woman business;5-Touching dead bodies,2-Fever;6-Sore throat;9-Rash;11-Hiccups,21,N,Y,Y,N,,N,,,,,0-Disagree,1-Agree,1-Yes,0-No,,1000,1-LD,2100,1-LD,5-Unskilled manual
,12/7/14 13:02,Z200-Logan Town,2051183,1-Male,24,3,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac,2-Fever;3-Diarrhea;10-Red eyes,21,N,Y,N,Y,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,300,1-LD,300,1-LD,5-Unskilled manual
,12/7/14 13:00,Z200-Logan Town,2051173,1-Male,42,1,5-Some high school,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;18-Cough,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,1000,1-LD,2500,1-LD,4-Skilled manual
,12/7/14 17:00,Z200-Logan Town,2051204,2-Female,26,1,6-Completed high school,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;7-Weakness;14-Bruising,3,Y,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1500,1-LD,3000,1-LD,4-Skilled manual
,12/8/14 15:38,Z200-Logan Town,20511417,2-Female,44,15,7-Some university,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;9-Rash;10-Red eyes;11-Hiccups,7,N,Y,N,N,,Y,N,,,,1-Agree,97-Do not know,1-Yes,0-No,,0,1-LD,11000,1-LD,6-Domestic services
,12/7/14 17:34,Z200-Logan Town,2051178,1-Male,35,4,6-Completed high school,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,5,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,2000,1-LD,25000,1-LD,4-Skilled manual
,12/7/14 14:53,Z200-Logan Town,2051185,1-Male,27,3,5-Some high school,1-Christian,,97-Dont know,1-Vomiting;3-Diarrhea;6-Sore throat;10-Red eyes,21,N,Y,N,,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,1-Yes,,150,1-LD,150,1-LD,4-Skilled manual
,12/7/14 11:08,Z200-Logan Town,2051181,1-Male,33,5,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;9-Rash;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,,,,,
,12/7/14 13:55,Z200-Logan Town,2051184,1-Male,67,10,6-Completed high school,1-Christian,,5-Touching dead bodies;88-Other,1-Vomiting;3-Diarrhea;9-Rash,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,150,1-LD,150,1-LD,3-Sales and services
,12/7/14 12:08,Z200-Logan Town,2051182,2-Female,19,5,4-Completed junior high,1-Christian,,97-Dont know,97-Does not know,21,Y,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,500,1-LD,0-None
,12/7/14 13:49,Z200-Logan Town,2051174,1-Male,48,6,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;5-Joint and muscle pain;7-Weakness,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,3000,1-LD,7000,1-LD,1-Professional
,12/7/14 11:09,Z200-Logan Town,2051171,2-Female,28,5,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,21,N,Y,Y,N,,N,,,,,0-Disagree,1-Agree,0-No,0-No,,1200,1-LD,2000,1-LD,0-None
,12/7/14 11:29,Z200-Logan Town,2051201,1-Male,27,10,7-Some university,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;3-Diarrhea;9-Rash;16-Weight loss,21,N,Y,N,N,,Y,Y,,4-At home doctor or nurse,,1-Agree,1-Agree,1-Yes,0-No,,0,1-LD,4000,1-LD,1-Professional
,12/8/14 10:53,Z300-Clara Town,2052181,2-Female,36,9,0-None,2-Muslim,,97-Dont know,97-Does not know,0,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,700,1-LD,700,1-LD,3-Sales and services
,12/8/14 11:52,Z300-Clara Town,2052122,1-Male,67,4,0-None,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;10-Red eyes,97,Y,Y,Y,N,,N,,,,,1-Agree,0-Disagree,1-Yes,0-No,,700,1-LD,3000,1-LD,5-Unskilled manual
,12/8/14 11:09,Z300-Clara Town,2052201,2-Female,28,6,3-Some junior high,2-Muslim,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,3,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,90,1-LD,1800,1-LD,88-Other
,12/8/14 13:12,Z300-Clara Town,2052183,2-Female,19,1,5-Some high school,1-Christian,,,,,,,,,,,,,,,1-Agree,0-Disagree,1-Yes,1-Yes,,1000,1-LD,1000,1-LD,3-Sales and services
,12/8/14 13:29,Z300-Clara Town,2052124,2-Female,32,15,2-Completed ABC,2-Muslim,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;7-Weakness;10-Red eyes;11-Hiccups;88-Other,6,N,Y,N,N,,Y,Y,,1-Clinic,,97-Do not know,1-Agree,0-No,1-Yes,,3000,1-LD,10000,1-LD,5-Unskilled manual
,12/8/14 12:45,Z300-Clara Town,2052123,2-Female,29,7,7-Some university,1-Christian,,2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;6-Sore throat;9-Rash;10-Red eyes,3,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,5000,1-LD,5-Unskilled manual
,12/8/14 11:02,Z300-Clara Town,2052121,2-Female,38,4,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;10-Red eyes;11-Hiccups,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,5000,1-LD,4-Skilled manual
,12/8/14 10:50,Z300-Clara Town,2052101,2-Female,81,15,0-None,2-Muslim,,3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;3-Diarrhea,1,Y,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,200,1-LD,0-None
,12/8/14 14:12,Z300-Clara Town,2052184,2-Female,28,4,6-Completed high school,2-Muslim,,3-Bodily fluids of infected pe;88-Other,1-Vomiting;4-Headache;10-Red eyes,21,Y,Y,Y,N,,N,,,,,,,,,,300,1-LD,300,1-LD,3-Sales and services
,12/8/14 12:05,Z300-Clara Town,2052182,1-Male,45,7,7-Some university,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;4-Headache;10-Red eyes,7,Y,Y,N,N,,N,,,,,1-Agree,0-Disagree,1-Yes,0-No,,150,1-LD,120,1-LD,0-None
,1/6/15 11:28,Z300-Clara Town,2052178,2-Female,24,18,6-Completed high school,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe,1-Vomiting;2-Fever;4-Headache;10-Red eyes,21,Y,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,400,1-LD,600,1-LD,88-Other
,12/8/14 13:54,Z300-Clara Town,2052104,2-Female,30,7,6-Completed high school,2-Muslim,,3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;10-Red eyes,21,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,600,1-LD,1500,1-LD,3-Sales and services
,12/8/14 12:00,Z300-Clara Town,205172,2-Female,55,8,1-Some ABC,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness,5,Y,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,2500,1-LD,88-Other
,12/8/14 10:54,Z300-Clara Town,2052171,2-Female,42,9,6-Completed high school,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness,21,Y,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,2000,1-LD,15000,1-LD,2-Clerical
,12/8/14 12:43,Z300-Clara Town,2052202,2-Female,42,6,0-None,2-Muslim,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;7-Weakness,1,N,Y,N,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,1000,1-LD,3-Sales and services
,12/8/14 14:12,Z300-Clara Town,2052174,2-Female,21,10,3-Some junior high,1-Christian,,97-Dont know,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain,5,N,Y,Y,N,,N,,,,,0-Disagree,1-Agree,0-No,0-No,,700,1-LD,2500,1-LD,0-None
,12/8/14 12:59,Z300-Clara Town,2052103,2-Female,36,10,0-None,1-Christian,,3-Bodily fluids of infected pe;88-Other,1-Vomiting;2-Fever;8-Stomach pain,3,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,1000,1-LD,3-Sales and services
,12/8/14 12:53,Z300-Clara Town,20521416,1-Male,49,15,6-Completed high school,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,40,2-USD,3-Sales and services
,12/8/14 12:03,Z300-Clara Town,2052102,2-Female,28,5,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe,1-Vomiting;2-Fever;3-Diarrhea;15-Chills,0,Y,Y,Y,N,,Y,Y,,2-Hospital,,97-Do not know,1-Agree,1-Yes,1-Yes,,1000,1-LD,4000,1-LD,3-Sales and services
,12/8/14 13:10,Z300-Clara Town,2052173,1-Male,46,4,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes,21,N,Y,N,N,,N,,,,,97-Do not know,97-Do not know,1-Yes,1-Yes,,2000,1-LD,27000,1-LD,5-Unskilled manual
,12/7/14 16:34,Z300-Clara Town,2053131,2-Female,37,5,0-None,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;10-Red eyes;11-Hiccups,2,Y,Y,Y,Y,,N,,,,,1-Agree,97-Do not know,1-Yes,0-No,,1000,1-LD,1500,1-LD,6-Domestic services
,12/8/14 14:35,Z300-Clara Town,2053166,2-Female,35,6,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;7-Weakness;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,1-Yes,,1200,1-LD,3000,1-LD,3-Sales and services
,12/8/14 12:12,Z300-Clara Town,2053214,2-Female,72,12,0-None,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;9-Rash;10-Red eyes;12-Bleeding;18-Cough,7,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,0,88-N/A,0-None
,12/8/14 13:44,Z300-Clara Town,2053165,2-Female,61,13,1-Some ABC,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,5,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,0-No,,900,1-LD,2000,1-LD,3-Sales and services
,12/8/14 10:30,Z300-Clara Town,2053133,1-Male,74,21,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;9-Rash;10-Red eyes,3,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,1500,1-LD,0-None
,12/8/14 10:28,Z300-Clara Town,2053162,1-Male,22,3,3-Some junior high,2-Muslim,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;7-Weakness;9-Rash;10-Red eyes;16-Weight loss,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,400,1-LD,1500,1-LD,5-Unskilled manual
,12/9/14 8:39,Z300-Clara Town,2053138,2-Female,23,2,5-Some high school,1-Christian,,6-Contact with infected surfac;88-Other,1-Vomiting;4-Headache;10-Red eyes,2,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,1500,1-LD,88-Other
,12/8/14 13:55,Z300-Clara Town,2053136,2-Female,37,20,0-None,1-Christian,,97-Dont know,97-Does not know,2,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,700,1-LD,1500,1-LD,88-Other
,12/8/14 14:54,Z300-Clara Town,2053137,2-Female,72,4,1-Some ABC,1-Christian,,97-Dont know,97-Does not know,2,N,Y,N,N,,N,,,,,97-Do not know,97-Do not know,0-No,0-No,,0,88-N/A,800,1-LD,0-None
,12/8/14 9:29,Z300-Clara Town,2053212,1-Male,30,8,6-Completed high school,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;6-Sore throat;7-Weakness;10-Red eyes;12-Bleeding,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,3000,1-LD,10000,1-LD,3-Sales and services
,12/8/14 9:38,Z300-Clara Town,2053161,2-Female,23,10,4-Completed junior high,1-Christian,,4-Man woman business;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;7-Weakness,21,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,1-Yes,,4000,1-LD,7000,1-LD,3-Sales and services
,12/9/14 10:05,Z300-Clara Town,2053139,1-Male,47,4,6-Completed high school,2-Muslim,,5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;9-Rash,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,1500,1-LD,5-Unskilled manual
,12/8/14 11:26,Z300-Clara Town,2053134,2-Female,44,10,6-Completed high school,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,1000,1-LD,3500,1-LD,6-Domestic services
,12/8/14 16:00,Z300-Clara Town,2053167,2-Female,27,5,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;12-Bleeding,21,N,Y,N,N,,N,,,,,1-Agree,97-Do not know,1-Yes,0-No,,500,1-LD,4000,1-LD,3-Sales and services
,12/8/14 9:20,Z300-Clara Town,2053132,2-Female,23,2,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;8-Stomach pain;10-Red eyes,21,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1000,1-LD,4000,1-LD,3-Sales and services
,12/8/14 12:59,Z300-Clara Town,2053164,2-Female,26,4,2-Completed ABC,2-Muslim,,3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;10-Red eyes;12-Bleeding;18-Cough,3,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,0-No,,600,1-LD,1500,1-LD,3-Sales and services
,12/8/14 11:16,Z300-Clara Town,2053213,1-Male,26,9,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,300,1-LD,20,2-USD,4-Skilled manual
,12/8/14 12:58,Z300-Clara Town,2053135,2-Female,22,7,5-Some high school,1-Christian,,97-Dont know,1-Vomiting,2,Y,N,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,2000,1-LD,6-Domestic services
,12/8/14 11:19,Z300-Clara Town,2053163,2-Female,28,4,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes;12-Bleeding,21,N,Y,N,N,,N,,,,,0-Disagree,97-Do not know,1-Yes,1-Yes,,70,2-USD,200,2-USD,5-Unskilled manual
,1/9/15 11:06,Z300-Clara Town,2054142,2-Female,40,5,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;7-Weakness;10-Red eyes,21,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,1200,1-LD,1500,1-LD,6-Domestic services
,1/9/15 9:54,Z300-Clara Town,2054141,2-Female,51,16,0-None,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies,1-Vomiting;3-Diarrhea;7-Weakness;10-Red eyes,0,N,Y,Y,N,,N,,,,,0-Disagree,1-Agree,1-Yes,0-No,,3000,1-LD,7000,1-LD,6-Domestic services
,1/9/15 12:51,Z300-Clara Town,2054143,2-Female,23,10,5-Some high school,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1000,1-LD,4000,1-LD,1-Professional
,12/15/14 12:35,Z300-Clara Town,2055195,2-Female,24,5,5-Some high school,1-Christian,,2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;7-Weakness;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,500,1-LD,1500,1-LD,3-Sales and services
,12/15/14 13:33,Z300-Clara Town,2055196,1-Male,32,15,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,500,1-LD,4-Skilled manual
,12/12/14 15:12,Z300-Clara Town,2055212,2-Female,55,9,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;10-Red eyes;12-Bleeding,6,N,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,1-Yes,,400,1-LD,1600,1-LD,3-Sales and services
,12/15/14 9:35,Z300-Clara Town,2055111,2-Female,38,8,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;10-Red eyes,3,Y,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,3500,1-LD,600,1-LD,88-Other
,12/15/14 13:50,Z300-Clara Town,2055116,2-Female,38,10,0-None,2-Muslim,,5-Touching dead bodies;6-Contact with infected surfac,2-Fever;3-Diarrhea;7-Weakness;12-Bleeding;18-Cough,7,Y,Y,Y,Y,,Y,N,Y,,,97-Do not know,97-Do not know,1-Yes,0-No,,2100,1-LD,3500,1-LD,88-Other
,12/12/14 14:32,Z300-Clara Town,2055161,2-Female,28,4,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;10-Red eyes;12-Bleeding;18-Cough,6,N,Y,Y,N,,N,,,,,,,,,,500,1-LD,1500,1-LD,3-Sales and services
,12/12/14 13:56,Z300-Clara Town,2055211,2-Female,60,12,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,200,1-LD,3000,1-LD,3-Sales and services
,12/15/14 12:08,Z300-Clara Town,2055114,1-Male,44,2,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat;7-Weakness;18-Cough,7,Y,Y,Y,Y,,Y,N,Y,,,97-Do not know,1-Agree,0-No,0-No,,150,1-LD,1500,1-LD,4-Skilled manual
,12/15/14 11:37,Z300-Clara Town,2055194,2-Female,21,10,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;3-Diarrhea,3,N,Y,Y,N,,N,,,,,1-Agree,0-Disagree,1-Yes,0-No,,0,1-LD,4000,1-LD,3-Sales and services
,12/12/14 14:31,Z300-Clara Town,2055151,2-Female,43,7,0-None,2-Muslim,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes,21,N,Y,Y,N,,Y,Y,,2-Hospital,,1-Agree,1-Agree,1-Yes,0-No,,1000,1-LD,8000,1-LD,3-Sales and services
